SalaryShortClub,SalaryLastName,SalaryFirstName,SalaryName,SalaryPos,SalaryBaseSalary,SalaryCompensation,SalaryDate,SalaryYear,SalaryMonth,SalaryMonthYear,Designated Player,Remarks
SKC,Gardner,Joshua,Joshua Gardner,M,60000.00,60000.00,"May 1, 2013",2013,May,May 2013,,
RSL,Plata,Joao,Joao Plata,F,60000.00,60000.00,"May 1, 2013",2013,May,May 2013,,
SEA,Hahnemann,Marcus,Marcus Hahnemann,GK,60000.00,60000.00,"May 1, 2013",2013,May,May 2013,,
SJE,Corrales,Ramiro,Ramiro Corrales,M,60000.00,60000.00,"May 1, 2013",2013,May,May 2013,,
,Araujo Jr.,Paulo,Paulo Araujo Jr.,F,60000.00,60000.00,"May 1, 2013",2013,May,May 2013,,
FCD,Luna ,Ruben ,Ruben  Luna ,F ,60000.00,84792.00,"January 10, 2012",2012,January,January 2012,,
NE,Gavin ,Blair ,Blair  Gavin ,M ,60000.00,80000.00,"January 10, 2012",2012,January,January 2012,,
FCD,Leyva ,Bryan ,Bryan  Leyva ,M ,60000.00,75833.00,"January 10, 2012",2012,January,January 2012,,
FCD,Guarda ,Bruno ,Bruno  Guarda ,M ,60000.00,75000.00,"January 10, 2012",2012,January,January 2012,,
POR,Jean-Baptiste ,Andrew ,Andrew  Jean-Baptiste ,D ,60000.00,75000.00,"January 10, 2012",2012,January,January 2012,,
VAN,Alderson ,Bryce ,Bryce  Alderson ,M ,60000.00,75000.00,"January 10, 2012",2012,January,January 2012,,
NE,Polak ,Tyler ,Tyler  Polak ,D ,60000.00,73000.00,"January 10, 2012",2012,January,January 2012,,
SKC,Dwyer ,Dom ,Dom  Dwyer ,F ,60000.00,72500.00,"January 10, 2012",2012,January,January 2012,,
PHI,Pfeffer ,Zach ,Zach  Pfeffer ,M ,60000.00,70000.00,"January 10, 2012",2012,January,January 2012,,
SKC,Sinovic ,Seth ,Seth  Sinovic ,M-D ,60000.00,66750.00,"January 10, 2012",2012,January,January 2012,,
NYRB,Gaudette ,Bill ,Bill  Gaudette ,GK ,60000.00,63255.00,"January 10, 2012",2012,January,January 2012,,
TFC,Lambe ,Reggie ,Reggie  Lambe ,M ,60000.00,62500.00,"January 10, 2012",2012,January,January 2012,,
SJE,Zayner ,Jed ,Jed  Zayner ,D ,60000.00,61667.00,"January 10, 2012",2012,January,January 2012,,
FCD,Jara ,Matias ,Matias  Jara ,F ,60000.00,60000.00,"January 10, 2012",2012,January,January 2012,,
SEA,Hahnemann ,Marcus ,Marcus  Hahnemann ,GK ,60000.00,60000.00,"January 10, 2012",2012,January,January 2012,,
FCD,Luna ,Ruben ,Ruben  Luna ,F ,60000.00,84792.00,"August 1, 2012",2012,August,August 2012,,
CHV,Gavin ,Blair ,Blair  Gavin ,M ,60000.00,80000.00,"August 1, 2012",2012,August,August 2012,,
FCD,Leyva ,Bryan ,Bryan  Leyva ,M ,60000.00,75833.00,"August 1, 2012",2012,August,August 2012,,
FCD,Guarda ,Bruno ,Bruno  Guarda ,M ,60000.00,75000.00,"August 1, 2012",2012,August,August 2012,,
POR,Jean-Baptiste ,Andrew ,Andrew  Jean-Baptiste ,D ,60000.00,75000.00,"August 1, 2012",2012,August,August 2012,,
VAN,Alderson ,Bryce ,Bryce  Alderson ,M ,60000.00,75000.00,"August 1, 2012",2012,August,August 2012,,
NE,Polak ,Tyler ,Tyler  Polak ,D ,60000.00,73000.00,"August 1, 2012",2012,August,August 2012,,
SKC,Dwyer ,Dom ,Dom  Dwyer ,F ,60000.00,72500.00,"August 1, 2012",2012,August,August 2012,,
PHI,Pfeffer ,Zach ,Zach  Pfeffer ,M ,60000.00,70000.00,"August 1, 2012",2012,August,August 2012,,
SKC,Sinovic ,Seth ,Seth  Sinovic ,M-D ,60000.00,66750.00,"August 1, 2012",2012,August,August 2012,,
NYRB,Gaudette ,Bill ,Bill  Gaudette ,GK ,60000.00,63255.00,"August 1, 2012",2012,August,August 2012,,
TFC,Lambe ,Reggie ,Reggie  Lambe ,M ,60000.00,62500.00,"August 1, 2012",2012,August,August 2012,,
SJE,Zayner ,Jed ,Jed  Zayner ,D ,60000.00,61667.00,"August 1, 2012",2012,August,August 2012,,
FCD,Luna ,Ruben ,Ruben  Luna ,F ,60000.00,84792.00,"May 15, 2012",2012,May,May 2012,,
CHV,Gavin ,Blair ,Blair  Gavin ,M ,60000.00,80000.00,"May 15, 2012",2012,May,May 2012,,
FCD,Leyva ,Bryan ,Bryan  Leyva ,M ,60000.00,75833.00,"May 15, 2012",2012,May,May 2012,,
FCD,Guarda ,Bruno ,Bruno  Guarda ,M ,60000.00,75000.00,"May 15, 2012",2012,May,May 2012,,
POR,Jean-Baptiste ,Andrew ,Andrew  Jean-Baptiste ,D ,60000.00,75000.00,"May 15, 2012",2012,May,May 2012,,
VAN,Alderson ,Bryce ,Bryce  Alderson ,M ,60000.00,75000.00,"May 15, 2012",2012,May,May 2012,,
NE,Polak ,Tyler ,Tyler  Polak ,D ,60000.00,73000.00,"May 15, 2012",2012,May,May 2012,,
SKC,Dwyer ,Dom ,Dom  Dwyer ,F ,60000.00,72500.00,"May 15, 2012",2012,May,May 2012,,
PHI,Pfeffer ,Zach ,Zach  Pfeffer ,M ,60000.00,70000.00,"May 15, 2012",2012,May,May 2012,,
SKC,Sinovic ,Seth ,Seth  Sinovic ,M-D ,60000.00,66750.00,"May 15, 2012",2012,May,May 2012,,
LAG,Gaudette ,Bill ,Bill  Gaudette ,GK ,60000.00,63255.00,"May 15, 2012",2012,May,May 2012,,
TFC,Lambe ,Reggie ,Reggie  Lambe ,M ,60000.00,62500.00,"May 15, 2012",2012,May,May 2012,,
CHV,Courtois ,Laurent ,Laurent  Courtois ,M ,60000.00,206000.00,"January 9, 2011",2011,January,January 2011,,
SJE,Bingham ,David ,David  Bingham ,GK ,60000.00,99500.00,"January 9, 2011",2011,January,January 2011,,
VAN,Nanchoff ,Michael ,Michael  Nanchoff ,M ,60000.00,95000.00,"January 9, 2011",2011,January,January 2011,,
NYRB,Auvray ,Stephane ,Stephane  Auvray ,M ,60000.00,80000.00,"January 9, 2011",2011,January,January 2011,,
SEA,Tetteh ,Michael ,Michael  Tetteh ,M ,60000.00,77663.00,"January 9, 2011",2011,January,January 2011,,
POR,Alhassan ,Kalif ,Kalif  Alhassan ,M ,60000.00,69250.00,"January 9, 2011",2011,January,January 2011,,
SKC,Diop ,Ibrahim ,Ibrahim  Diop ,M ,60000.00,64250.00,"January 9, 2011",2011,January,January 2011,,
CHV,Flores ,Jorge ,Jorge  Flores ,F ,60000.00,61667.00,"January 9, 2011",2011,January,January 2011,,
POR,Lowry ,Peter ,Peter  Lowry ,F-M ,60000.00,61667.00,"January 9, 2011",2011,January,January 2011,,
VAN,Khalfan ,Nizar ,Nizar  Khalfan ,M ,60000.00,61250.00,"January 9, 2011",2011,January,January 2011,,
CHV,Boyens ,Andrew ,Andrew  Boyens ,D ,60000.00,60000.00,"January 9, 2011",2011,January,January 2011,,
NE,Phelan ,Pat ,Pat  Phelan ,M ,60000.00,60000.00,"January 9, 2011",2011,January,January 2011,,
SJE,Dawkins ,Simon ,Simon  Dawkins ,M ,60000.00,60000.00,"January 9, 2011",2011,January,January 2011,,
TFC,Herold ,Zachary ,Zachary  Herold ,D ,60000.00,109167.00,"August 12, 2010",2010,August,August 2010,,
HOU,Palmer ,Lovel ,Lovel  Palmer ,M ,60000.00,71250.00,"August 12, 2010",2010,August,August 2010,,
FCD,Chavez ,Marvin ,Marvin  Chavez ,M ,60000.00,70000.00,"August 12, 2010",2010,August,August 2010,,
SKC,Kounenakis ,Nick ,Nick  Kounenakis ,D ,60000.00,70000.00,"August 12, 2010",2010,August,August 2010,,
TFC,Conway ,Jon ,Jon  Conway ,GK ,60000.00,69833.00,"August 12, 2010",2010,August,August 2010,,
HOU,Hall ,Tally ,Tally  Hall ,GK ,60000.00,69375.00,"August 12, 2010",2010,August,August 2010,,
CHV,Zizzo ,Sal ,Sal  Zizzo ,F ,60000.00,68250.00,"August 12, 2010",2010,August,August 2010,,
CHI,Nyarko ,Patrick ,Patrick  Nyarko ,F ,200000.00,219500.00,"August 1, 2012",2012,August,August 2012,,
PHI,Arrieta ,Christian ,Christian  Arrieta ,D ,60000.00,64500.00,"August 12, 2010",2010,August,August 2010,,
CHV,Zotinca ,Alex ,Alex  Zotinca ,D ,60000.00,60000.00,"August 12, 2010",2010,August,August 2010,,
SJE,Luiz Moreira ,Andre ,Andre  Luiz Moreira ,M ,60000.00,60000.00,"August 12, 2010",2010,August,August 2010,,
FCD,Chavez ,Marvin ,Marvin  Chavez ,M ,60000.00,70000.00,"September 15, 2009",2009,September,September 2009,,
DC,John ,Avery ,Avery  John ,D ,60000.00,63625.00,"September 15, 2009",2009,September,September 2009,,
HOU,Thompson ,Abe ,Abe  Thompson ,F ,60000.00,63625.00,"September 15, 2009",2009,September,September 2009,,
DC,Burch ,Marc ,Marc  Burch ,D ,60000.00,62500.00,"September 15, 2009",2009,September,September 2009,,
CHI,Nyarko ,Patrick ,Patrick  Nyarko ,F ,200000.00,219500.00,"May 15, 2012",2012,May,May 2012,,
TFC,Velez ,Marco ,Marco  Velez ,D ,60000.00,60500.00,"July 10, 2008",2008,July,July 2008,,
NYRB,Leitch ,Chris ,Chris  Leitch ,D ,60000.00,60000.00,"July 10, 2008",2008,July,July 2008,,
SJE,Glinton ,Gavin ,Gavin  Glinton ,F ,60000.00,60000.00,"July 10, 2008",2008,July,July 2008,,
CLB,Virtuoso ,Ricardo ,Ricardo  Virtuoso ,M ,60000.00,102000.00,"July 31, 2007",2007,July,July 2007,,
FCD,Rhine ,Bobby ,Bobby  Rhine ,D ,60000.00,62500.00,"July 31, 2007",2007,July,July 2007,,
CHV,Merlin ,Laurent ,Laurent  Merlin ,M ,60000.00,60000.00,"July 31, 2007",2007,July,July 2007,,
COL,Sanneh ,Tony ,Tony  Sanneh ,D ,60000.00,60000.00,"July 31, 2007",2007,July,July 2007,,
HOU,Moffat ,Adam ,Adam  Moffat ,M ,59535.00,59535.00,"January 10, 2012",2012,January,January 2012,,
HOU,Moffat ,Adam ,Adam  Moffat ,M ,59535.00,59535.00,"August 1, 2012",2012,August,August 2012,,
HOU,Moffat ,Adam ,Adam  Moffat ,M ,59535.00,59535.00,"May 15, 2012",2012,May,May 2012,,
CLB,O'Rourke ,Danny ,Danny  O'Rourke ,D ,59148.00,69148.00,"July 10, 2008",2008,July,July 2008,,
CHI,Nyarko ,Patrick ,Patrick  Nyarko ,F ,110000.00,190000.00,"January 9, 2011",2011,January,January 2011,,
SKC,Besler ,Matt ,Matt  Besler ,D ,58410.00,69660.00,"January 9, 2011",2011,January,January 2011,,
CHI,Nyarko ,Patrick ,Patrick  Nyarko ,F ,80000.00,160000.00,"August 12, 2010",2010,August,August 2010,,
CHI,Nyarko ,Patrick ,Patrick  Nyarko ,F ,80000.00,160000.00,"September 15, 2009",2009,September,September 2009,,
CLB,Speas ,Ben ,Ben  Speas ,F ,58000.00,58000.00,"January 10, 2012",2012,January,January 2012,,
CLB,Speas ,Ben ,Ben  Speas ,F ,58000.00,58000.00,"August 1, 2012",2012,August,August 2012,,
CLB,Speas ,Ben ,Ben  Speas ,F ,58000.00,58000.00,"May 15, 2012",2012,May,May 2012,,
COL,Burpo ,Preston ,Preston  Burpo ,GK ,57872.00,57872.00,"September 15, 2009",2009,September,September 2009,,
NYRB,Lade,Connor,Connor Lade,D,57750.00,61963.00,"September 15, 2014",2014,September,September 2014,,
SJE,Fucito,Michael,Michael Fucito,MF,57750.00,60640.00,"September 15, 2014",2014,September,September 2014,,
NYRB,Lade,Connor,Connor Lade,D,57750.00,61963.00,"April 1, 2014",2014,April,April 2014,,
SJE,Fucito,Michael,Michael Fucito,MF,57750.00,60640.00,"April 1, 2014",2014,April,April 2014,,
TFC,Thomas,Michael,Michael Thomas,M,57750.00,60713.00,"September 15, 2013",2013,September,September 2013,,
TFC,Dike,Bright,Bright Dike,F,57750.00,60688.00,"September 15, 2013",2013,September,September 2013,,
MTL,Ubiparipovic,Sinisa,Sinisa Ubiparipovic,M,57750.00,57750.00,"September 15, 2013",2013,September,September 2013,,
TFC,Thomas,Michael,Michael Thomas,M,57750.00,60713.00,"August 1, 2013",2013,August,August 2013,,
POR,Dike,Bright,Bright Dike,F,57750.00,60688.00,"August 1, 2013",2013,August,August 2013,,
MTL,Ubiparipovic,Sinisa,Sinisa Ubiparipovic,M,57750.00,57750.00,"August 1, 2013",2013,August,August 2013,,
SKC,Thomas,Michael,Michael Thomas,M,57750.00,60713.00,"May 1, 2013",2013,May,May 2013,,
POR,Dike,Bright,Bright Dike,F,57750.00,60688.00,"May 1, 2013",2013,May,May 2013,,
MTL,Ubiparipovic,Sinisa,Sinisa Ubiparipovic,M,57750.00,57750.00,"May 1, 2013",2013,May,May 2013,,
LAG,Stephens ,Michael ,Michael  Stephens ,M ,57750.00,79000.00,"January 9, 2011",2011,January,January 2011,,
COL,Kimura ,Kosuke ,Kosuke  Kimura ,D ,57750.00,57750.00,"August 12, 2010",2010,August,August 2010,,
COL,Palguta ,Scott ,Scott  Palguta ,D ,57750.00,57750.00,"August 12, 2010",2010,August,August 2010,,
SEA,Graham ,Taylor ,Taylor  Graham ,D ,57750.00,57750.00,"August 12, 2010",2010,August,August 2010,,
DC,Simms ,Clyde ,Clyde  Simms ,M ,57750.00,59000.00,"July 10, 2008",2008,July,July 2008,,
CHV,Zemanski ,Ben ,Ben  Zemanski ,M ,57690.00,60190.00,"January 10, 2012",2012,January,January 2012,,
CHV,Zemanski ,Ben ,Ben  Zemanski ,M ,57690.00,60190.00,"August 1, 2012",2012,August,August 2012,,
CHV,Zemanski ,Ben ,Ben  Zemanski ,M ,57690.00,60190.00,"May 15, 2012",2012,May,May 2012,,
COL,Thornton ,Zach ,Zach  Thornton ,GK ,57600.00,57600.00,"July 31, 2007",2007,July,July 2007,,
HOU,Cochran,AJ,AJ Cochran,D,57500.00,73500.00,"September 15, 2014",2014,September,September 2014,,
MTL,Miller,Eric,Eric Miller,M/D,57500.00,68500.00,"September 15, 2014",2014,September,September 2014,,
SEA,Lowe,Damion,Damion Lowe,D,57500.00,68500.00,"September 15, 2014",2014,September,September 2014,,
HOU,Cochran,AJ,AJ Cochran,D,57500.00,73500.00,"April 1, 2014",2014,April,April 2014,,
MTL,Miller,Eric,Eric Miller,M/D,57500.00,68500.00,"April 1, 2014",2014,April,April 2014,,
SEA,Lowe,Damion,Damion Lowe,D,57500.00,68500.00,"April 1, 2014",2014,April,April 2014,,
HOU,Taylor ,Jermaine ,Jermaine  Taylor ,D ,57500.00,62500.00,"January 9, 2011",2011,January,January 2011,,
SJE,Cronin ,Sam ,Sam  Cronin ,M ,57500.00,105500.00,"August 12, 2010",2010,August,August 2010,,
COL,Wallace ,Anthony ,Anthony  Wallace ,D-M ,57500.00,57500.00,"August 12, 2010",2010,August,August 2010,,
FCD,Davies ,Kyle ,Kyle  Davies ,D ,57500.00,57500.00,"August 12, 2010",2010,August,August 2010,,
CLB,Rogers ,Robbie ,Robbie  Rogers ,M ,57500.00,57500.00,"July 10, 2008",2008,July,July 2008,,
CHV,Bornstein ,Jonathan ,Jonathan  Bornstein ,D ,57500.00,57500.00,"July 31, 2007",2007,July,July 2007,,
NYRB,Parke ,Jeff ,Jeff  Parke ,D ,57488.00,58738.00,"July 10, 2008",2008,July,July 2008,,
LAG,Saunders ,Josh ,Josh  Saunders ,GK ,57475.00,60609.00,"August 12, 2010",2010,August,August 2010,,
PHI,Farfan ,Michael ,Michael  Farfan ,M ,57200.00,94700.00,"January 10, 2012",2012,January,January 2012,,
COL,Akpan ,Andre ,Andre  Akpan ,F ,57200.00,57200.00,"January 10, 2012",2012,January,January 2012,,
PHI,Farfan ,Michael ,Michael  Farfan ,M ,57200.00,94700.00,"August 1, 2012",2012,August,August 2012,,
COL,Akpan ,Andre ,Andre  Akpan ,F ,57200.00,57200.00,"August 1, 2012",2012,August,August 2012,,
PHI,Farfan ,Michael ,Michael  Farfan ,M ,57200.00,94700.00,"May 15, 2012",2012,May,May 2012,,
COL,Akpan ,Andre ,Andre  Akpan ,F ,57200.00,57200.00,"May 15, 2012",2012,May,May 2012,,
NYRB,Boyens ,Andrew ,Andrew  Boyens ,D ,57005.00,62005.00,"August 12, 2010",2010,August,August 2010,,
DC,Zayner ,Jed ,Jed  Zayner ,D ,57000.00,60875.00,"August 12, 2010",2010,August,August 2010,,
SKC,Diop ,Ibrahim ,Ibrahim  Diop ,M ,57000.00,58250.00,"August 12, 2010",2010,August,August 2010,,
TFC,Wynne ,Marvell ,Marvell  Wynne ,D ,57000.00,159500.00,"September 15, 2009",2009,September,September 2009,,
CHV,Harris ,Atiba ,Atiba  Harris ,F ,57000.00,60000.00,"July 10, 2008",2008,July,July 2008,,
POR,Alexander ,Eric ,Eric  Alexander ,M ,56925.00,56925.00,"January 10, 2012",2012,January,January 2012,,
POR,Alexander ,Eric ,Eric  Alexander ,M ,56925.00,56925.00,"August 1, 2012",2012,August,August 2012,,
POR,Alexander ,Eric ,Eric  Alexander ,M ,56925.00,56925.00,"May 15, 2012",2012,May,May 2012,,
HOU,Moffat ,Adam ,Adam  Moffat ,M ,56700.00,56700.00,"January 9, 2011",2011,January,January 2011,,
DC,Townsend,Casey,Casey Townsend,F,56650.00,91650.00,"September 15, 2013",2013,September,September 2013,,
DC,Townsend,Casey,Casey Townsend,F,56650.00,91650.00,"August 1, 2013",2013,August,August 2013,,
DC,Townsend,Casey,Casey Townsend,F,56650.00,91650.00,"May 1, 2013",2013,May,May 2013,,
TFC,Cann ,Adrian ,Adrian  Cann ,D ,56592.00,65342.00,"August 12, 2010",2010,August,August 2010,,
CLB,Meram,Justin,Justin Meram,F,56320.00,80695.00,"September 15, 2013",2013,September,September 2013,,
CLB,Meram,Justin,Justin Meram,F,56320.00,80695.00,"August 1, 2013",2013,August,August 2013,,
CLB,Meram,Justin,Justin Meram,F,56320.00,80695.00,"May 1, 2013",2013,May,May 2013,,
COL,O'Neill,Shane,Shane O'Neill,M,56250.00,67750.00,"September 15, 2014",2014,September,September 2014,,
COL,O'Neill,Shane,Shane O'Neill,M,56250.00,67750.00,"April 1, 2014",2014,April,April 2014,,
DC,Woolard ,Daniel ,Daniel  Woolard ,D ,56250.00,56250.00,"January 10, 2012",2012,January,January 2012,,
DC,Woolard ,Daniel ,Daniel  Woolard ,D ,56250.00,56250.00,"August 1, 2012",2012,August,August 2012,,
DC,Woolard ,Daniel ,Daniel  Woolard ,D ,56250.00,56250.00,"May 15, 2012",2012,May,May 2012,,
NYRB,Magee ,Mike ,Mike  Magee ,F ,56206.00,57206.00,"July 31, 2007",2007,July,July 2007,,
SKC,Kronberg ,Eric ,Eric  Kronberg ,GK ,56000.00,56000.00,"August 12, 2010",2010,August,August 2010,,
FCD,McCarty ,Dax ,Dax  McCarty ,M ,55605.00,68105.00,"September 15, 2009",2009,September,September 2009,,
SKC,Kamara ,Kei ,Kei  Kamara ,F ,55385.00,65385.00,"September 15, 2009",2009,September,September 2009,,
SJE,Denton ,Eric ,Eric  Denton ,D ,55200.00,55200.00,"July 10, 2008",2008,July,July 2008,,
NYRB,Ream ,Tim ,Tim  Ream ,D ,55125.00,62625.00,"January 9, 2011",2011,January,January 2011,,
COL,Burpo ,Preston ,Preston  Burpo ,GK ,55116.00,55116.00,"July 10, 2008",2008,July,July 2008,,
LAG,DeLaGarza ,AJ ,AJ  DeLaGarza ,D ,55100.00,77600.00,"January 9, 2011",2011,January,January 2011,,
POR,O'Rourke,Danny,Danny O'Rourke,D,55008.00,55008.00,"September 15, 2014",2014,September,September 2014,,
HOU,Chabala,Michael,Michael Chabala,M,55008.00,57508.00,"September 15, 2013",2013,September,September 2013,,
HOU,Chabala,Michael,Michael Chabala,M,55008.00,57508.00,"August 1, 2013",2013,August,August 2013,,
HOU,Chabala,Michael,Michael Chabala,M,55008.00,57508.00,"May 1, 2013",2013,May,May 2013,,
FCD,Rodriguez ,Carlos ,Carlos  Rodriguez ,D ,55008.00,64383.00,"January 10, 2012",2012,January,January 2012,,
FCD,Rodriguez ,Carlos ,Carlos  Rodriguez ,D ,55008.00,64383.00,"August 1, 2012",2012,August,August 2012,,
FCD,Rodriguez ,Carlos ,Carlos  Rodriguez ,D ,55008.00,64383.00,"May 15, 2012",2012,May,May 2012,,
DC,Birnbaum,Steven,Steven Birnbaum,D,55000.00,85000.00,"September 15, 2014",2014,September,September 2014,,
FCD,Acosta,Kellyn,Kellyn Acosta,M,55000.00,79000.00,"September 15, 2014",2014,September,September 2014,,
FCD,Garcia,Danny,Danny Garcia,M,55000.00,71000.00,"September 15, 2014",2014,September,September 2014,,
DC,Martin,Collin,Collin Martin,M,55000.00,69167.00,"September 15, 2014",2014,September,September 2014,,
DC,Robinson,Jalen,Jalen Robinson,D,55000.00,67000.00,"September 15, 2014",2014,September,September 2014,,
CHV,Calvert,Caleb,Caleb Calvert,F,55000.00,62500.00,"September 15, 2014",2014,September,September 2014,,
SJE,Francis,Shaun,Shaun Francis,D,55000.00,57890.00,"September 15, 2014",2014,September,September 2014,,
NYCFC,Watson-Siriboe,Kwame,Kwame Watson-Siriboe,D,55000.00,56667.00,"September 15, 2014",2014,September,September 2014,,
RSL,Mulholland,Luke,Luke Mulholland,M,55000.00,56250.00,"September 15, 2014",2014,September,September 2014,,
DC,Birnbaum,Steven,Steven Birnbaum,D,55000.00,85000.00,"April 1, 2014",2014,April,April 2014,,
FCD,Acosta,Kellyn,Kellyn Acosta,M,55000.00,79000.00,"April 1, 2014",2014,April,April 2014,,
FCD,Sanchez,Richard,Richard Sanchez,GK,55000.00,72000.00,"April 1, 2014",2014,April,April 2014,,
FCD,Garcia,Danny,Danny Garcia,M,55000.00,71000.00,"April 1, 2014",2014,April,April 2014,,
DC,Martin,Collin,Collin Martin,M,55000.00,69167.00,"April 1, 2014",2014,April,April 2014,,
DC,Robinson,Jalen,Jalen Robinson,D,55000.00,67000.00,"April 1, 2014",2014,April,April 2014,,
CHV,Calvert,Caleb,Caleb Calvert,F,55000.00,62500.00,"April 1, 2014",2014,April,April 2014,,
SJE,Francis,Shaun,Shaun Francis,D,55000.00,57890.00,"April 1, 2014",2014,April,April 2014,,
RSL,Watson-Siriboe,Kwame,Kwame Watson-Siriboe,D,55000.00,56667.00,"April 1, 2014",2014,April,April 2014,,
RSL,Mulholland,Luke,Luke Mulholland,M,55000.00,56250.00,"April 1, 2014",2014,April,April 2014,,
VAN,Manneh,Kekuta,Kekuta Manneh,F,55000.00,84500.00,"September 15, 2013",2013,September,September 2013,,
TFC,Wiedeman,Andrew,Andrew Wiedeman,F,55000.00,65000.00,"September 15, 2013",2013,September,September 2013,,
NYRB,Lade,Connor,Connor Lade,D,55000.00,59213.00,"September 15, 2013",2013,September,September 2013,,
