SalaryShortClub,SalaryLastName,SalaryFirstName,SalaryName,SalaryPos,SalaryBaseSalary,SalaryCompensation,SalaryDate,SalaryYear,SalaryMonth,SalaryMonthYear,Designated Player,Remarks
SEA,Ockford,Jimmy,Jimmy Ockford,D,60000.00,60000.00,"September 15, 2015",2015,September,September 2015,,
MTL,Oduro,Dominic,Dominic Oduro,F,250000.00,251667.00,"September 15, 2015",2015,September,September 2015,,
NE,Okoli,Sean,Sean Okoli,F,50000.00,50000.00,"September 15, 2015",2015,September,September 2015,,
TFC,Dike,Bright,Bright Dike,F,60638.00,63575.00,"September 15, 2014",2014,September,September 2014,,
TFC,Dike,Bright,Bright Dike,F,60638.00,63575.00,"April 1, 2014",2014,April,April 2014,,
COL,Palguta ,Scott ,Scott  Palguta ,D ,60638.00,60638.00,"January 9, 2011",2011,January,January 2011,,
SEA,Graham ,Taylor ,Taylor  Graham ,D ,60638.00,60638.00,"January 9, 2011",2011,January,January 2011,,
RSL,Movsisyan ,Yura ,Yura  Movsisyan ,F ,60583.00,70583.00,"September 15, 2009",2009,September,September 2009,,
TFC,Wiedeman,Andrew,Andrew Wiedeman,F,60500.00,70500.00,"September 15, 2014",2014,September,September 2014,,
TFC,Wiedeman,Andrew,Andrew Wiedeman,F,60500.00,70500.00,"April 1, 2014",2014,April,April 2014,,
NE,Barnes ,Darrius ,Darrius  Barnes ,D ,60500.00,61750.00,"January 9, 2011",2011,January,January 2011,,
SJE,Ward ,Tim ,Tim  Ward ,D ,60500.00,60500.00,"January 9, 2011",2011,January,January 2011,,
COL,Ihemelu ,Ugo ,Ugo  Ihemelu ,D ,60500.00,60500.00,"July 10, 2008",2008,July,July 2008,,
SKC,Okugo,Amobi,Amobi Okugo,M,275000.00,300000.00,"September 15, 2015",2015,September,September 2015,,
RSL,Okwuonu,Boyd,Boyd Okwuonu,D,60000.00,80000.00,"September 15, 2015",2015,September,September 2015,,
HOU,Olabiyi,Rasheed,Rasheed Olabiyi,M,60000.00,60000.00,"September 15, 2015",2015,September,September 2015,,
HOU,Taylor ,Jermaine ,Jermaine  Taylor ,D ,60375.00,65375.00,"January 10, 2012",2012,January,January 2012,,
HOU,Taylor ,Jermaine ,Jermaine  Taylor ,D ,60375.00,65375.00,"August 1, 2012",2012,August,August 2012,,
HOU,Taylor ,Jermaine ,Jermaine  Taylor ,D ,60375.00,65375.00,"May 15, 2012",2012,May,May 2012,,
COL,Wallace ,Anthony ,Anthony  Wallace ,D-M ,60375.00,60375.00,"January 9, 2011",2011,January,January 2011,,
RSL,Findley ,Robert ,Robert  Findley ,F ,60060.00,72560.00,"September 15, 2009",2009,September,September 2009,,
RSL,Olave,Jamison,Jamison Olave,D,290000.00,300000.00,"September 15, 2015",2015,September,September 2015,,
SKC,Opara,Ike,Ike Opara,D,115000.00,121250.00,"September 15, 2015",2015,September,September 2015,,
DC,Opare,Kofi,Kofi Opare,D,60000.00,60000.00,"September 15, 2015",2015,September,September 2015,,
TFC,Osorio,Jonathan,Jonathan Osorio,M,145000.00,152600.00,"September 15, 2015",2015,September,September 2015,,
NYRB,Ouimette,Karl,Karl Ouimette,D,60000.00,60000.00,"September 15, 2015",2015,September,September 2015,,
VAN,Ousted,David,David Ousted,GK,286000.00,302570.00,"September 15, 2015",2015,September,September 2015,,
RSL,Ovalle,Adolfo,Adolfo Ovalle,M,60000.00,70500.00,"September 15, 2015",2015,September,September 2015,,
CHI,Palmer,Lovel,Lovel Palmer,M,118000.00,125500.00,"September 15, 2015",2015,September,September 2015,,
SKC,Palmer-Brown,Erik,Erik Palmer-Brown,D,60000.00,60500.00,"September 15, 2015",2015,September,September 2015,,
POR,Paparatto,Norberto,Norberto Paparatto,D,120000.00,120000.00,"September 15, 2015",2015,September,September 2015,,
SEA,Pappa,Marco,Marco Pappa,M,75000.00,75000.00,"September 15, 2015",2015,September,September 2015,,
CHI,Nolly ,Jay ,Jay  Nolly ,GK ,78250.00,78250.00,"August 1, 2012",2012,August,August 2012,,
VAN,Parker,Tim,Tim Parker,D,60000.00,78750.00,"September 15, 2015",2015,September,September 2015,,
CLB,Parkhurst,Michael,Michael Parkhurst,D,275000.00,300000.00,"September 15, 2015",2015,September,September 2015,,
POR,Peay,Taylor,Taylor Peay,D,50000.00,50000.00,"September 15, 2015",2015,September,September 2015,,
RSL,Pecka,,Pecka,M,60000.00,64167.00,"September 15, 2015",2015,September,September 2015,,
SJE,Pelosi,Marc,Marc Pelosi,M,60000.00,72500.00,"September 15, 2015",2015,September,September 2015,,
FCD,Pereira,Michel,Michel Pereira,M/D,140000.00,161500.00,"September 15, 2015",2015,September,September 2015,,
POR,Pereira,Jeanderson,Jeanderson Pereira,D,60000.00,60000.00,"September 15, 2015",2015,September,September 2015,,
FCD,Perez,Blas,Blas Perez,F,350000.00,374250.00,"September 15, 2015",2015,September,September 2015,,
SJE,Perez,Matias,Matias Perez,M,240000.00,240000.00,"September 15, 2015",2015,September,September 2015,,
LAG,Perk,Brian,Brian Perk,GK,60000.00,60000.00,"September 15, 2015",2015,September,September 2015,,
SEA,Perkins,Troy,Troy Perkins,GK,130000.00,136663.00,"September 15, 2015",2015,September,September 2015,,
TFC,Perquis,Damien,Damien Perquis,D,323000.00,372500.00,"September 15, 2015",2015,September,September 2015,,
NYRB,Perrinelle,Damien,Damien Perrinelle,D,132000.00,132000.00,"September 15, 2015",2015,September,September 2015,,
SKC,Peterson,Jacob,Jacob Peterson,F,123500.00,130375.00,"September 15, 2015",2015,September,September 2015,,
PHI,Pfeffer,Zach,Zach Pfeffer,M,60000.00,60000.00,"September 15, 2015",2015,September,September 2015,,
RSL,Phillips,Demar,Demar Phillips,D,140000.00,149667.00,"September 15, 2015",2015,September,September 2015,,
MTL,Piatti,Ignacio,Ignacio Piatti,M,400000.00,400000.00,"September 15, 2015",2015,September,September 2015,,
SJE,Pierazzi,Jean Baptiste,Jean Baptiste Pierazzi,M,260000.00,260000.00,"September 15, 2015",2015,September,September 2015,,
SEA,Pineda,Gonzalo,Gonzalo Pineda,M,160000.00,160000.00,"September 15, 2015",2015,September,September 2015,,
NYCFC,Pirlo,Andrea,Andrea Pirlo,M,2000004.00,2315694.00,"September 15, 2015",2015,September,September 2015,,
COL,Pittinari,Lucas,Lucas Pittinari,M,190000.00,210000.00,"September 15, 2015",2015,September,September 2015,,
RSL,Plata,Joao,Joao Plata,F,150000.00,150000.00,"September 15, 2015",2015,September,September 2015,,
CHI,Nolly ,Jay ,Jay  Nolly ,GK ,78250.00,78250.00,"May 15, 2012",2012,May,May 2012,,
CLB,Pogatetz,Emanuel,Emanuel Pogatetz,D,250000.00,262500.00,"September 15, 2015",2015,September,September 2015,,
NYCFC,Poku,Kwadwo,Kwadwo Poku,M,60000.00,63045.00,"September 15, 2015",2015,September,September 2015,,
CHI,Polster,Matt,Matt Polster,D,60000.00,75000.00,"September 15, 2015",2015,September,September 2015,,
DC,Pontius,Chris,Chris Pontius,M-F,365000.00,396000.00,"September 15, 2015",2015,September,September 2015,,
MTL,Porter,Cameron,Cameron Porter,F,50000.00,50000.00,"September 15, 2015",2015,September,September 2015,,
POR,Powell,Alvas,Alvas Powell,D,60000.00,68700.00,"September 15, 2015",2015,September,September 2015,,
COL,Powers,Dillon,Dillon Powers,M,245000.00,275000.00,"September 15, 2015",2015,September,September 2015,,
SKC,Quintilla,Jordi,Jordi Quintilla,M,50000.00,59525.00,"September 15, 2015",2015,September,September 2015,,
COL,Ramirez,Juan Edgardo,Juan Edgardo Ramirez,M,75000.00,75000.00,"September 15, 2015",2015,September,September 2015,,
ORL,Ramos,Rafael,Rafael Ramos,D,50000.00,50000.00,"September 15, 2015",2015,September,September 2015,,
ORL,Redding,Tommy,Tommy Redding,D,85000.00,92500.00,"September 15, 2015",2015,September,September 2015,,
SEA,Remick,Dylan,Dylan Remick,D,60000.00,60000.00,"September 15, 2015",2015,September,September 2015,,
SJE,Renato,Paulo,Paulo Renato,D,96000.00,96000.00,"September 15, 2015",2015,September,September 2015,,
MTL,Reo-Coker,Nigel,Nigel Reo-Coker,D-M,275000.00,275000.00,"September 15, 2015",2015,September,September 2015,,
NYRB,Reynish,Kyle,Kyle Reynish,GK,86000.00,90317.00,"September 15, 2015",2015,September,September 2015,,
ORL,Ribeiro,Pedro,Pedro Ribeiro,M,60000.00,60000.00,"September 15, 2015",2015,September,September 2015,,
LAG,Ribeiro Da Silva,Leonardo,Leonardo Ribeiro Da Silva,D,150000.00,155000.00,"September 15, 2015",2015,September,September 2015,,
NYRB,Richards,Dane,Dane Richards,M,105000.00,105000.00,"September 15, 2015",2015,September,September 2015,,
LAG,Ricketts,Donovan,Donovan Ricketts,GK,260000.00,260000.00,"September 15, 2015",2015,September,September 2015,,
POR,Ridgewell,Liam,Liam Ridgewell,D,1000000.00,1150000.00,"September 15, 2015",2015,September,September 2015,,
COL,Riley,James,James Riley,D,77500.00,83750.00,"September 15, 2015",2015,September,September 2015,,
CHI,Nyarko,Patrick,Patrick Nyarko,F,265000.00,284500.00,"September 15, 2014",2014,September,September 2014,,
CHI,Nyarko,Patrick,Patrick Nyarko,F,265000.00,284500.00,"April 1, 2014",2014,April,April 2014,,
CHI,Nyarko,Patrick,Patrick Nyarko,F,230000.00,249500.00,"September 15, 2013",2013,September,September 2013,,
RSL,Rimando,Nick,Nick Rimando,GK,350000.00,370000.00,"September 15, 2015",2015,September,September 2015,,
CHI,Ritter,Chris,Chris Ritter,M,60000.00,60000.00,"September 15, 2015",2015,September,September 2015,,
ORL,Rivas,Carlos,Carlos Rivas,M,60000.00,60000.00,"September 15, 2015",2015,September,September 2015,,
ORL,Rivera,Sidney,Sidney Rivera,F,50000.00,50000.00,"September 15, 2015",2015,September,September 2015,,
VAN,Rivero,Octavio,Octavio Rivero,F,890850.00,890850.00,"September 15, 2015",2015,September,September 2015,,
TFC,Roberts,Quillan,Quillan Roberts,GK,60000.00,60000.00,"September 15, 2015",2015,September,September 2015,,
DC,Robinson,Jalen,Jalen Robinson,D,70000.00,82000.00,"September 15, 2015",2015,September,September 2015,,
NYRB,Robles,Luis,Luis Robles,GK,130000.00,151375.00,"September 15, 2015",2015,September,September 2015,,
ORL,Rochez,Bryan,Bryan Rochez,F,200000.00,279500.00,"September 15, 2015",2015,September,September 2015,,
HOU,Rodriguez,Raul,Raul Rodriguez,D,325000.00,354333.00,"September 15, 2015",2015,September,September 2015,,
VAN,Rodriguez,Diego,Diego Rodriguez,D,124000.00,165750.00,"September 15, 2015",2015,September,September 2015,,
HOU,Rodriguez,"Jose ""Memo""","Jose ""Memo"" Rodriguez",M,60000.00,60000.00,"September 15, 2015",2015,September,September 2015,,
LAG,Rogers,Robbie,Robbie Rogers,F,175000.00,191667.00,"September 15, 2015",2015,September,September 2015,,
SEA,Roldan,Cristian,Cristian Roldan,M,80000.00,102000.00,"September 15, 2015",2015,September,September 2015,,
DC,Rolfe,Chris,Chris Rolfe,F,210000.00,225000.00,"September 15, 2015",2015,September,September 2015,,
MTL,Romero,Andres,Andres Romero,F,100000.00,100000.00,"September 15, 2015",2015,September,September 2015,,
LAG,Romney,David,David Romney,D,60000.00,60000.00,"September 15, 2015",2015,September,September 2015,,
VAN,Rosales,Mauro,Mauro Rosales,M,215000.00,265000.00,"September 15, 2015",2015,September,September 2015,,
SEA,Rose,Andy,Andy Rose,M,60000.00,60000.00,"September 15, 2015",2015,September,September 2015,,
NE,Rowe,Kelyn,Kelyn Rowe,M,140000.00,221000.00,"September 15, 2015",2015,September,September 2015,,
LAG,Rowe,Brian,Brian Rowe,GK,60000.00,60000.00,"September 15, 2015",2015,September,September 2015,,
NE,Rudy,Tyler,Tyler Rudy,M,50000.00,50000.00,"September 15, 2015",2015,September,September 2015,,
LAG,Rugg,Charlie,Charlie Rugg,F,60000.00,60000.00,"September 15, 2015",2015,September,September 2015,,
DC,Saborio,Alvaro,Alvaro Saborio,F,400000.00,493333.00,"September 15, 2015",2015,September,September 2015,,
CLB,Saeid,Mohammed,Mohammed Saeid,M,100000.00,110000.00,"September 15, 2015",2015,September,September 2015,,
SJE,Salinas,Shea,Shea Salinas,M,145000.00,148333.00,"September 15, 2015",2015,September,September 2015,,
NYRB,Sam,Lloyd,Lloyd Sam,F,230000.00,240000.00,"September 15, 2015",2015,September,September 2015,,
VAN,Sampson,Ethen,Ethen Sampson,D,60000.00,60000.00,"September 15, 2015",2015,September,September 2015,,
COL,Sanchez,Vicente,Vicente Sanchez,F,210000.00,286667.00,"September 15, 2015",2015,September,September 2015,,
NYRB,Sanchez,Emmanuel,Emmanuel Sanchez,M,50000.00,50000.00,"September 15, 2015",2015,September,September 2015,,
RSL,Sandoval,Devon,Devon Sandoval,F,60000.00,60000.00,"September 15, 2015",2015,September,September 2015,,
PHI,Sapong,CJ,CJ Sapong,F,125000.00,142000.00,"September 15, 2015",2015,September,September 2015,,
HOU,Sarkodie,Kofi,Kofi Sarkodie,D,190000.00,235500.00,"September 15, 2015",2015,September,September 2015,,
COL,Sarvas,Marcelo,Marcelo Sarvas,M,360000.00,425000.00,"September 15, 2015",2015,September,September 2015,,
RSL,Saucedo,Sebastian,Sebastian Saucedo,M,50000.00,60500.00,"September 15, 2015",2015,September,September 2015,,
NYCFC,Saunders,Josh,Josh Saunders,GK,90000.00,90000.00,"September 15, 2015",2015,September,September 2015,,
CLB,Sauro,Gaston,Gaston Sauro,D,583200.00,599513.00,"September 15, 2015",2015,September,September 2015,,
CLB,Schoenfeld,Aaron,Aaron Schoenfeld,F,60000.00,60000.00,"September 15, 2015",2015,September,September 2015,,
RSL,Schuler,Chris,Chris Schuler,D,165000.00,182000.00,"September 15, 2015",2015,September,September 2015,,
SEA,Scott,Zach,Zach Scott,D,65000.00,65000.00,"September 15, 2015",2015,September,September 2015,,
POR,Seaton,Michael,Michael Seaton,F,60000.00,63000.00,"September 15, 2015",2015,September,September 2015,,
FCD,Seitz,Chris,Chris Seitz,GK,130000.00,130000.00,"September 15, 2015",2015,September,September 2015,,
COL,Serna,Dillon,Dillon Serna,M,60000.00,73000.00,"September 15, 2015",2015,September,September 2015,,
ORL,Shea,Brek,Brek Shea,M-D,475000.00,520000.00,"September 15, 2015",2015,September,September 2015,,
NYCFC,Shelton,Khiry,Khiry Shelton,F,70000.00,87500.00,"September 15, 2015",2015,September,September 2015,,
SJE,Sherrod,Mark,Mark Sherrod,F,60000.00,60000.00,"September 15, 2015",2015,September,September 2015,,
CHI,Shipp,Harrison,Harrison Shipp,F,87500.00,112500.00,"September 15, 2015",2015,September,September 2015,,
NE,Shuttleworth,Robert,Robert Shuttleworth,GK,101250.00,111250.00,"September 15, 2015",2015,September,September 2015,,
RSL,Silva,Luis,Luis Silva,M,131384.00,162634.00,"September 15, 2015",2015,September,September 2015,,
SJE,Silva,Matheus,Matheus Silva,,50000.00,50000.00,"September 15, 2015",2015,September,September 2015,,
TFC,Simonin,Clement,Clement Simonin,D,60000.00,60000.00,"September 15, 2015",2015,September,September 2015,,
SKC,Sinovic,Seth,Seth Sinovic,M-D,140000.00,146750.00,"September 15, 2015",2015,September,September 2015,,
COL,Sjoberg,Axel,Axel Sjoberg,D,60000.00,75000.00,"September 15, 2015",2015,September,September 2015,,
VAN,Smith,Jordan,Jordan Smith,D,95000.00,102743.00,"September 15, 2015",2015,September,September 2015,,
NE,Smith,Donnie,Donnie Smith,M,60000.00,60000.00,"September 15, 2015",2015,September,September 2015,,
COL,Solignac,Luis,Luis Solignac,F,65004.00,65004.00,"September 15, 2015",2015,September,September 2015,,
LAG,Sorto,Oscar,Oscar Sorto,D,60000.00,61875.00,"September 15, 2015",2015,September,September 2015,,
FCD,Soumare,Bakary,Bakary Soumare,D,225000.00,225000.00,"September 15, 2015",2015,September,September 2015,,
NE,Spangenberg,Trevor,Trevor Spangenberg,GK,50000.00,50000.00,"September 15, 2015",2015,September,September 2015,,
CLB,Speas,Ben,Ben Speas,F,68355.00,68355.00,"September 15, 2015",2015,September,September 2015,,
COL,St. Ledger,Sean,Sean St. Ledger,D,124992.00,147492.00,"September 15, 2015",2015,September,September 2015,,
HOU,Steinberger,Zach,Zach Steinberger,M,60000.00,76250.00,"September 15, 2015",2015,September,September 2015,,
CLB,Steindorsson,Kristinn,Kristinn Steindorsson,M,105000.00,119438.00,"September 15, 2015",2015,September,September 2015,,
CHI,Stephens,Michael,Michael Stephens,M,95000.00,105000.00,"September 15, 2015",2015,September,September 2015,,
SJE,Stephenson,Khari,Khari Stephenson,M,68254.00,71646.00,"September 15, 2015",2015,September,September 2015,,
RSL,Stertzer,John,John Stertzer,M,60000.00,69167.00,"September 15, 2015",2015,September,September 2015,,
SJE,Stewart,Jordan,Jordan Stewart,M-D,150000.00,150000.00,"September 15, 2015",2015,September,September 2015,,
NYRB,Stolz,Leo,Leo Stolz,M,70000.00,86250.00,"September 15, 2015",2015,September,September 2015,,
HOU,Sturgis,Nathan,Nathan Sturgis,D-M,71250.00,75375.00,"September 15, 2015",2015,September,September 2015,,
CLB,Stuver,Brad,Brad Stuver,GK,60000.00,60000.00,"September 15, 2015",2015,September,September 2015,,
CLB,Swanson,Ben,Ben Swanson,M,60000.00,80417.00,"September 15, 2015",2015,September,September 2015,,
PHI,Sylvestre,Brian,Brian Sylvestre,GK,60000.00,60000.00,"September 15, 2015",2015,September,September 2015,,
NYCFC,Tasende,Jose Angel,Jose Angel Tasende,D,60000.00,60000.00,"September 15, 2015",2015,September,September 2015,,
HOU,Taylor,Jermaine,Jermaine Taylor,D,203500.00,213000.00,"September 15, 2015",2015,September,September 2015,,
NYCFC,Taylor,Tony,Tony Taylor,F,75000.00,84375.00,"September 15, 2015",2015,September,September 2015,,
CLB,Tchani,Tony,Tony Tchani,M,170000.00,195000.00,"September 15, 2015",2015,September,September 2015,,
VAN,Techera,Cristian,Cristian Techera,F,60000.00,85000.00,"September 15, 2015",2015,September,September 2015,,
VAN,Teibert,Russell,Russell Teibert,M,100000.00,167500.00,"September 15, 2015",2015,September,September 2015,,
FCD,Texeira,David,David Texeira,F,338000.00,338000.00,"September 15, 2015",2015,September,September 2015,,
POR,Thoma,Andy,Andy Thoma,D-M,60000.00,75000.00,"September 15, 2015",2015,September,September 2015,,
SJE,Thompson,Tommy,Tommy Thompson,M,140000.00,145000.00,"September 15, 2015",2015,September,September 2015,,
NE,Tierney,Chris,Chris Tierney,D-M,110000.00,113333.00,"September 15, 2015",2015,September,September 2015,,
MTL,Tissot,Maxim,Maxim Tissot,D,60000.00,60000.00,"September 15, 2015",2015,September,September 2015,,
MTL,Toia,Donny,Donny Toia,D,60000.00,60000.00,"September 15, 2015",2015,September,September 2015,,
VAN,Tornaghi,Paolo,Paolo Tornaghi,GK,80000.00,80000.00,"September 15, 2015",2015,September,September 2015,,
SEA,Torres,Roman,Roman Torres,D,438000.00,513813.00,"September 15, 2015",2015,September,September 2015,,
HOU,Torres,Erick,Erick Torres,F,350000.00,425000.00,"September 15, 2015",2015,September,September 2015,,
COL,Torres,Gabriel,Gabriel Torres,F,262000.00,274500.00,"September 15, 2015",2015,September,September 2015,,
CLB,Trapp,Wil,Wil Trapp,M,137500.00,164500.00,"September 15, 2015",2015,September,September 2015,,
,Tshuma,Schillo,Schillo Tshuma,F,85000.00,123000.00,"September 15, 2015",2015,September,September 2015,,
SJE,Pintos,Pablo,Pablo Pintos,D,60000.00,122500.00,"September 15, 2014",2014,September,September 2014,,
TFC,Hamilton,Jordan,Jordan Hamilton,F,60000.00,72500.00,"September 15, 2014",2014,September,September 2014,,
ORL,Molino,Kevin,Kevin Molino,M,60000.00,71400.00,"September 15, 2014",2014,September,September 2014,,
CHI,Nyarko,Patrick,Patrick Nyarko,F,230000.00,249500.00,"August 1, 2013",2013,August,August 2013,,
LAG,Perk,Brian,Brian Perk,GK,60000.00,63125.00,"September 15, 2014",2014,September,September 2014,,
CHI,Nyarko,Patrick,Patrick Nyarko,F,230000.00,249500.00,"May 1, 2013",2013,May,May 2013,,
MTL,Romero,Andres,Andres Romero,F,60000.00,60000.00,"September 15, 2014",2014,September,September 2014,,
NYCFC,Villa,David,David Villa,F,60000.00,60000.00,"September 15, 2014",2014,September,September 2014,,
SEA,Apam,Onyekachi,Onyekachi Apam,D,60000.00,60000.00,"September 15, 2014",2014,September,September 2014,,
TFC,Konopka,Chris,Chris Konopka,GK,60000.00,60000.00,"September 15, 2014",2014,September,September 2014,,
VAN,Clarke,Caleb,Caleb Clarke,F,60000.00,60000.00,"September 15, 2014",2014,September,September 2014,,
POR,Valencia,Jose Adolfo,Jose Adolfo Valencia,F,60000.00,75000.00,"April 1, 2014",2014,April,April 2014,,
TFC,Hamilton,Jordan,Jordan Hamilton,F,60000.00,72500.00,"April 1, 2014",2014,April,April 2014,,
ORL,Molino,Kevin,Kevin Molino,M,60000.00,71400.00,"April 1, 2014",2014,April,April 2014,,
ORL,Turner,Tyler,Tyler Turner,D,60000.00,60000.00,"September 15, 2015",2015,September,September 2015,,
LAG,Perk,Brian,Brian Perk,GK,60000.00,63125.00,"April 1, 2014",2014,April,April 2014,,
CHI,Nyarko ,Patrick ,Patrick  Nyarko ,F ,200000.00,219500.00,"January 10, 2012",2012,January,January 2012,,
MTL,Romero,Andres,Andres Romero,F,60000.00,60000.00,"April 1, 2014",2014,April,April 2014,,
TFC,Konopka,Chris,Chris Konopka,GK,60000.00,60000.00,"April 1, 2014",2014,April,April 2014,,
VAN,Clarke,Caleb,Caleb Clarke,F,60000.00,60000.00,"April 1, 2014",2014,April,April 2014,,
SEA,Joseph,Shalrie,Shalrie Joseph,M,60000.00,105500.00,"September 15, 2013",2013,September,September 2013,,
FCD,Pereira,Michel,Michel Pereira,M/D,60000.00,81500.00,"September 15, 2013",2013,September,September 2013,,
PHI,Dos Santos,Gilberto,Gilberto Dos Santos,M,60000.00,80000.00,"September 15, 2013",2013,September,September 2013,,
TFC,Morgan,Ashtone,Ashtone Morgan,D,60000.00,72000.00,"September 15, 2013",2013,September,September 2013,,
VAN,Leveron,Johnny,Johnny Leveron,D,60000.00,71188.00,"September 15, 2013",2013,September,September 2013,,
COL,Ceus,Steward,Steward Ceus,GK,60000.00,70333.00,"September 15, 2013",2013,September,September 2013,,
PHI,McLaughlin,James,James McLaughlin,M,60000.00,69000.00,"September 15, 2013",2013,September,September 2013,,
SKC,Kempin,Jonathan,Jonathan Kempin,GK,60000.00,67083.00,"September 15, 2013",2013,September,September 2013,,
FCD,Castillo,Fabian,Fabian Castillo,F,60000.00,66250.00,"September 15, 2013",2013,September,September 2013,,
NYRB,Miazga,Matt,Matt Miazga,D,60000.00,66250.00,"September 15, 2013",2013,September,September 2013,,
VAN,Teibert,Russell,Russell Teibert,M,60000.00,65600.00,"September 15, 2013",2013,September,September 2013,,
CHV,Melia,Tim,Tim Melia,GK,60000.00,65000.00,"September 15, 2013",2013,September,September 2013,,
POR,Miller,Ryan,Ryan Miller,D,60000.00,65000.00,"September 15, 2013",2013,September,September 2013,,
POR,Gleeson,Jake,Jake Gleeson,GK,60000.00,63264.00,"September 15, 2013",2013,September,September 2013,,
CHV,Correa,Jose Erick,Jose Erick Correa,F,60000.00,60000.00,"September 15, 2013",2013,September,September 2013,,
CHV,Frias,Jaime,Jaime Frias,D,60000.00,60000.00,"September 15, 2013",2013,September,September 2013,,
SKC,Gardner,Joshua,Joshua Gardner,M,60000.00,60000.00,"September 15, 2013",2013,September,September 2013,,
RSL,Plata,Joao,Joao Plata,F,60000.00,60000.00,"September 15, 2013",2013,September,September 2013,,
SEA,Hahnemann,Marcus,Marcus Hahnemann,GK,60000.00,60000.00,"September 15, 2013",2013,September,September 2013,,
SJE,Corrales,Ramiro,Ramiro Corrales,M,60000.00,60000.00,"September 15, 2013",2013,September,September 2013,,
,Araujo Jr.,Paulo,Paulo Araujo Jr.,F,60000.00,60000.00,"September 15, 2013",2013,September,September 2013,,
SEA,Joseph,Shalrie,Shalrie Joseph,M,60000.00,105500.00,"August 1, 2013",2013,August,August 2013,,
FCD,Pereira,Michel,Michel Pereira,M/D,60000.00,81500.00,"August 1, 2013",2013,August,August 2013,,
PHI,Dos Santos,Gilberto,Gilberto Dos Santos,M,60000.00,80000.00,"August 1, 2013",2013,August,August 2013,,
TFC,Morgan,Ashtone,Ashtone Morgan,D,60000.00,72000.00,"August 1, 2013",2013,August,August 2013,,
VAN,Leveron,Johnny,Johnny Leveron,D,60000.00,71188.00,"August 1, 2013",2013,August,August 2013,,
COL,Ceus,Steward,Steward Ceus,GK,60000.00,70333.00,"August 1, 2013",2013,August,August 2013,,
PHI,McLaughlin,James,James McLaughlin,M,60000.00,69000.00,"August 1, 2013",2013,August,August 2013,,
SKC,Kempin,Jonathan,Jonathan Kempin,GK,60000.00,67083.00,"August 1, 2013",2013,August,August 2013,,
FCD,Castillo,Fabian,Fabian Castillo,F,60000.00,66250.00,"August 1, 2013",2013,August,August 2013,,
NYRB,Miazga,Matt,Matt Miazga,D,60000.00,66250.00,"August 1, 2013",2013,August,August 2013,,
VAN,Teibert,Russell,Russell Teibert,M,60000.00,65600.00,"August 1, 2013",2013,August,August 2013,,
CHV,Melia,Tim,Tim Melia,GK,60000.00,65000.00,"August 1, 2013",2013,August,August 2013,,
POR,Miller,Ryan,Ryan Miller,D,60000.00,65000.00,"August 1, 2013",2013,August,August 2013,,
POR,Gleeson,Jake,Jake Gleeson,GK,60000.00,63264.00,"August 1, 2013",2013,August,August 2013,,
CHV,Correa,Jose Erick,Jose Erick Correa,F,60000.00,60000.00,"August 1, 2013",2013,August,August 2013,,
CHV,Frias,Jaime,Jaime Frias,D,60000.00,60000.00,"August 1, 2013",2013,August,August 2013,,
SKC,Gardner,Joshua,Joshua Gardner,M,60000.00,60000.00,"August 1, 2013",2013,August,August 2013,,
RSL,Plata,Joao,Joao Plata,F,60000.00,60000.00,"August 1, 2013",2013,August,August 2013,,
SEA,Hahnemann,Marcus,Marcus Hahnemann,GK,60000.00,60000.00,"August 1, 2013",2013,August,August 2013,,
SJE,Corrales,Ramiro,Ramiro Corrales,M,60000.00,60000.00,"August 1, 2013",2013,August,August 2013,,
,Araujo Jr.,Paulo,Paulo Araujo Jr.,F,60000.00,60000.00,"August 1, 2013",2013,August,August 2013,,
FCD,Pereira,Michel,Michel Pereira,M/D,60000.00,81500.00,"May 1, 2013",2013,May,May 2013,,
TFC,Morgan,Ashtone,Ashtone Morgan,D,60000.00,72000.00,"May 1, 2013",2013,May,May 2013,,
VAN,Leveron,Johnny,Johnny Leveron,D,60000.00,71188.00,"May 1, 2013",2013,May,May 2013,,
COL,Ceus,Steward,Steward Ceus,GK,60000.00,70333.00,"May 1, 2013",2013,May,May 2013,,
PHI,McLaughlin,James,James McLaughlin,M,60000.00,69000.00,"May 1, 2013",2013,May,May 2013,,
SKC,Kempin,Jonathan,Jonathan Kempin,GK,60000.00,67083.00,"May 1, 2013",2013,May,May 2013,,
FCD,Castillo,Fabian,Fabian Castillo,F,60000.00,66250.00,"May 1, 2013",2013,May,May 2013,,
VAN,Teibert,Russell,Russell Teibert,M,60000.00,65600.00,"May 1, 2013",2013,May,May 2013,,
CHV,Melia,Tim,Tim Melia,GK,60000.00,65000.00,"May 1, 2013",2013,May,May 2013,,
POR,Miller,Ryan,Ryan Miller,D,60000.00,65000.00,"May 1, 2013",2013,May,May 2013,,
POR,Gleeson,Jake,Jake Gleeson,GK,60000.00,63264.00,"May 1, 2013",2013,May,May 2013,,
SEA,Ochoa,Sammy,Sammy Ochoa,F,60000.00,62500.00,"May 1, 2013",2013,May,May 2013,,
CHV,Correa,Jose Erick,Jose Erick Correa,F,60000.00,60000.00,"May 1, 2013",2013,May,May 2013,,
DC,Sanchez,Marcos,Marcos Sanchez,M,60000.00,60000.00,"May 1, 2013",2013,May,May 2013,,
