SalaryShortClub,SalaryLastName,SalaryFirstName,SalaryName,SalaryPos, SalaryBaseSalary , SalaryCompensation ,SalaryDate,SalaryYear,SalaryMonth,SalaryMonthYear,Designated Player,Column2
NE,Tierney ,Chris ,Chris  Tierney ,D-M , $34Ê000.00 , $34Ê000.00 ,"September 15, 2009",2009,September,September 2009,,
NE,Videira ,Michael ,Michael  Videira ,M , $34Ê000.00 , $34Ê000.00 ,"September 15, 2009",2009,September,September 2009,,
NYRB,Cepero ,Daniel ,Daniel  Cepero ,GK , $34Ê000.00 , $34Ê000.00 ,"September 15, 2009",2009,September,September 2009,,
NYRB,Sassano ,Luke ,Luke  Sassano ,M-D , $34Ê000.00 , $34Ê000.00 ,"September 15, 2009",2009,September,September 2009,,
Pool ,Benitez ,Miguel ,Miguel  Benitez ,GK , $34Ê000.00 , $34Ê000.00 ,"September 15, 2009",2009,September,September 2009,,
Pool ,Dragavon ,Ben ,Ben  Dragavon ,GK , $34Ê000.00 , $34Ê000.00 ,"September 15, 2009",2009,September,September 2009,,
Pool ,Rueckner ,Bryant ,Bryant  Rueckner ,GK , $34Ê000.00 , $34Ê000.00 ,"September 15, 2009",2009,September,September 2009,,
Pool ,Sharpe ,Christopher ,Christopher  Sharpe ,GK , $34Ê000.00 , $34Ê000.00 ,"September 15, 2009",2009,September,September 2009,,
RSL,Alexandre ,Jean ,Jean  Alexandre ,M , $34Ê000.00 , $34Ê000.00 ,"September 15, 2009",2009,September,September 2009,,
RSL,Horst ,David ,David  Horst ,D , $34Ê000.00 , $34Ê000.00 ,"September 15, 2009",2009,September,September 2009,,
RSL,Reynish ,Kyle ,Kyle  Reynish ,GK , $34Ê000.00 , $34Ê000.00 ,"September 15, 2009",2009,September,September 2009,,
SEA,King ,Stephen ,Stephen  King ,M , $34Ê000.00 , $34Ê000.00 ,"September 15, 2009",2009,September,September 2009,,
SJE,Amarikwa ,Quincy ,Quincy  Amarikwa ,F , $34Ê000.00 , $34Ê000.00 ,"September 15, 2009",2009,September,September 2009,,
SJE,Burling ,Bobby ,Bobby  Burling ,D , $34Ê000.00 , $34Ê000.00 ,"September 15, 2009",2009,September,September 2009,,
TFC,Attakora-Gyan ,Nana ,Nana  Attakora-Gyan ,D , $34Ê000.00 , $34Ê000.00 ,"September 15, 2009",2009,September,September 2009,,
FCD,Hernandez ,Moises ,Moises  Hernandez ,D , $33Ê756.00 , $35Ê381.00 ,"January 10, 2012",2012,January,January 2012,,
FCD,Lee ,Alex ,Alex  Lee ,D , $33Ê756.00 , $33Ê756.00 ,"January 10, 2012",2012,January,January 2012,,
DC,Rozeboom ,Lance ,Lance  Rozeboom ,M , $33Ê756.00 , $33Ê756.00 ,"January 10, 2012",2012,January,January 2012,,
SKC,Hedrick ,Cyprian ,Cyprian  Hedrick ,M , $33Ê756.00 , $33Ê756.00 ,"January 10, 2012",2012,January,January 2012,,
NE,Brettschneider ,Blake ,Blake  Brettschneider ,F , $33Ê756.00 , $33Ê756.00 ,"January 10, 2012",2012,January,January 2012,,
NE,Purdie ,Alec ,Alec  Purdie ,F , $33Ê756.00 , $33Ê756.00 ,"January 10, 2012",2012,January,January 2012,,
NE,Roach ,Michael ,Michael  Roach ,F , $33Ê756.00 , $33Ê756.00 ,"January 10, 2012",2012,January,January 2012,,
POOL ,Angevine ,Scott ,Scott  Angevine ,GK , $33Ê756.00 , $33Ê756.00 ,"January 10, 2012",2012,January,January 2012,,
SEA,Caskey ,Alex ,Alex  Caskey ,M , $33Ê756.00 , $33Ê756.00 ,"January 10, 2012",2012,January,January 2012,,
SEA,Rose ,Andy ,Andy  Rose ,M , $33Ê756.00 , $33Ê756.00 ,"January 10, 2012",2012,January,January 2012,,
SEA,Sodade ,Babayele ,Babayele  Sodade ,F , $33Ê756.00 , $33Ê756.00 ,"January 10, 2012",2012,January,January 2012,,
SJE,Hustedt ,Jacob ,Jacob  Hustedt ,M , $33Ê756.00 , $33Ê756.00 ,"January 10, 2012",2012,January,January 2012,,
SJE,Newton ,Evan ,Evan  Newton ,GK , $33Ê756.00 , $33Ê756.00 ,"January 10, 2012",2012,January,January 2012,,
SJE,Pizarro ,Cesar ,Cesar  Pizarro ,F , $33Ê756.00 , $33Ê756.00 ,"January 10, 2012",2012,January,January 2012,,
FCD,Hernandez ,Moises ,Moises  Hernandez ,D , $33Ê756.00 , $35Ê381.00 ,"August 1, 2012",2012,August,August 2012,,
FCD,Lee ,Alex ,Alex  Lee ,D , $33Ê756.00 , $33Ê756.00 ,"August 1, 2012",2012,August,August 2012,,
DC,Rozeboom ,Lance ,Lance  Rozeboom ,M , $33Ê756.00 , $33Ê756.00 ,"August 1, 2012",2012,August,August 2012,,
SKC,Hedrick ,Cyprian ,Cyprian  Hedrick ,M , $33Ê756.00 , $33Ê756.00 ,"August 1, 2012",2012,August,August 2012,,
NE,Brettschneider ,Blake ,Blake  Brettschneider ,F , $33Ê756.00 , $33Ê756.00 ,"August 1, 2012",2012,August,August 2012,,
NE,Purdie ,Alec ,Alec  Purdie ,F , $33Ê756.00 , $33Ê756.00 ,"August 1, 2012",2012,August,August 2012,,
NE,Roach ,Michael ,Michael  Roach ,F , $33Ê756.00 , $33Ê756.00 ,"August 1, 2012",2012,August,August 2012,,
SEA,Caskey ,Alex ,Alex  Caskey ,M , $33Ê756.00 , $33Ê756.00 ,"August 1, 2012",2012,August,August 2012,,
SEA,Rose ,Andy ,Andy  Rose ,M , $33Ê756.00 , $33Ê756.00 ,"August 1, 2012",2012,August,August 2012,,
SEA,Sodade ,Babayele ,Babayele  Sodade ,F , $33Ê756.00 , $33Ê756.00 ,"August 1, 2012",2012,August,August 2012,,
SJE,Hustedt ,Jacob ,Jacob  Hustedt ,M , $33Ê756.00 , $33Ê756.00 ,"August 1, 2012",2012,August,August 2012,,
SJE,Newton ,Evan ,Evan  Newton ,GK , $33Ê756.00 , $33Ê756.00 ,"August 1, 2012",2012,August,August 2012,,
SJE,Pizarro ,Cesar ,Cesar  Pizarro ,F , $33Ê756.00 , $33Ê756.00 ,"August 1, 2012",2012,August,August 2012,,
FCD,Lee ,Alex ,Alex  Lee ,D , $33Ê756.00 , $33Ê756.00 ,"May 15, 2012",2012,May,May 2012,,
DC,Rozeboom ,Lance ,Lance  Rozeboom ,M , $33Ê756.00 , $33Ê756.00 ,"May 15, 2012",2012,May,May 2012,,
SKC,Hedrick ,Cyprian ,Cyprian  Hedrick ,M , $33Ê756.00 , $33Ê756.00 ,"May 15, 2012",2012,May,May 2012,,
NE,Brettschneider ,Blake ,Blake  Brettschneider ,F , $33Ê756.00 , $33Ê756.00 ,"May 15, 2012",2012,May,May 2012,,
NE,Purdie ,Alec ,Alec  Purdie ,F , $33Ê756.00 , $33Ê756.00 ,"May 15, 2012",2012,May,May 2012,,
NE,Roach ,Michael ,Michael  Roach ,F , $33Ê756.00 , $33Ê756.00 ,"May 15, 2012",2012,May,May 2012,,
SEA,Caskey ,Alex ,Alex  Caskey ,M , $33Ê756.00 , $33Ê756.00 ,"May 15, 2012",2012,May,May 2012,,
SEA,Rose ,Andy ,Andy  Rose ,M , $33Ê756.00 , $33Ê756.00 ,"May 15, 2012",2012,May,May 2012,,
SEA,Sodade ,Babayele ,Babayele  Sodade ,F , $33Ê756.00 , $33Ê756.00 ,"May 15, 2012",2012,May,May 2012,,
SJE,Hustedt ,Jacob ,Jacob  Hustedt ,M , $33Ê756.00 , $33Ê756.00 ,"May 15, 2012",2012,May,May 2012,,
SJE,Newton ,Evan ,Evan  Newton ,GK , $33Ê756.00 , $33Ê756.00 ,"May 15, 2012",2012,May,May 2012,,
SJE,Pizarro ,Cesar ,Cesar  Pizarro ,F , $33Ê756.00 , $33Ê756.00 ,"May 15, 2012",2012,May,May 2012,,
SJE,Suggs ,Josh ,Josh  Suggs ,D , $33Ê756.00 , $33Ê756.00 ,"May 15, 2012",2012,May,May 2012,,
HOU,Soto ,Josue ,Josue  Soto ,M , $33Ê750.00 , $38Ê750.00 ,"January 10, 2012",2012,January,January 2012,,
RSL,Mansally ,Kenny ,Kenny  Mansally ,F , $33Ê750.00 , $35Ê750.00 ,"January 10, 2012",2012,January,January 2012,,
RSL,Muniz ,Nico ,Nico  Muniz ,M , $33Ê750.00 , $35Ê750.00 ,"January 10, 2012",2012,January,January 2012,,
LAG,Villareal ,Joseph ,Joseph  Villareal ,M , $33Ê750.00 , $35Ê625.00 ,"January 10, 2012",2012,January,January 2012,,
CHI,Thorrington ,John ,John  Thorrington ,M , $60Ê000.00 , $61Ê875.00 ,"July 10, 2008",2008,July,July 2008,,
CHI,Tornaghi,Paolo,Paolo Tornaghi,GK, $46Ê500.00 , $46Ê500.00 ,"September 15, 2013",2013,September,September 2013,,
CHI,Tornaghi,Paolo,Paolo Tornaghi,GK, $46Ê500.00 , $46Ê500.00 ,"August 1, 2013",2013,August,August 2013,,
CHV,Iraheta ,Marvin ,Marvin  Iraheta ,M , $33Ê750.00 , $33Ê750.00 ,"January 10, 2012",2012,January,January 2012,,
CHV,McLain ,Patrick ,Patrick  McLain ,GK , $33Ê750.00 , $33Ê750.00 ,"January 10, 2012",2012,January,January 2012,,
CHV,Romero ,Cesar ,Cesar  Romero ,F , $33Ê750.00 , $33Ê750.00 ,"January 10, 2012",2012,January,January 2012,,
CLB,George ,Kevan ,Kevan  George ,M , $33Ê750.00 , $33Ê750.00 ,"January 10, 2012",2012,January,January 2012,,
CLB,Schoenfeld ,Aaron ,Aaron  Schoenfeld ,F , $33Ê750.00 , $33Ê750.00 ,"January 10, 2012",2012,January,January 2012,,
COL,Klute ,Chris ,Chris  Klute ,D , $33Ê750.00 , $33Ê750.00 ,"January 10, 2012",2012,January,January 2012,,
HOU,Marscheider ,Erich ,Erich  Marscheider ,GK , $33Ê750.00 , $33Ê750.00 ,"January 10, 2012",2012,January,January 2012,,
SKC,Miller ,Kyle ,Kyle  Miller ,M , $33Ê750.00 , $33Ê750.00 ,"January 10, 2012",2012,January,January 2012,,
SKC,Warzycha ,Konrad ,Konrad  Warzycha ,M , $33Ê750.00 , $33Ê750.00 ,"January 10, 2012",2012,January,January 2012,,
LAG,Garcia ,Rafael ,Rafael  Garcia ,M , $33Ê750.00 , $33Ê750.00 ,"January 10, 2012",2012,January,January 2012,,
LAG,Gaul ,Bryan ,Bryan  Gaul ,F , $33Ê750.00 , $33Ê750.00 ,"January 10, 2012",2012,January,January 2012,,
LAG,Rowe ,Brian ,Brian  Rowe ,GK , $33Ê750.00 , $33Ê750.00 ,"January 10, 2012",2012,January,January 2012,,
LAG,Walker ,Kenney ,Kenney  Walker ,M , $33Ê750.00 , $33Ê750.00 ,"January 10, 2012",2012,January,January 2012,,
MTL,Brovsky ,Jeb ,Jeb  Brovsky ,M , $33Ê750.00 , $33Ê750.00 ,"January 10, 2012",2012,January,January 2012,,
MTL,James ,Evan ,Evan  James ,M , $33Ê750.00 , $33Ê750.00 ,"January 10, 2012",2012,January,January 2012,,
MTL,Montano ,Miguel ,Miguel  Montano ,F , $33Ê750.00 , $33Ê750.00 ,"January 10, 2012",2012,January,January 2012,,
MTL,Ouimette ,Karl ,Karl  Ouimette ,D , $33Ê750.00 , $33Ê750.00 ,"January 10, 2012",2012,January,January 2012,,
NYRB,Angulo ,Jose ,Jose  Angulo ,F , $33Ê750.00 , $33Ê750.00 ,"January 10, 2012",2012,January,January 2012,,
NYRB,Lade ,Connor ,Connor  Lade ,D , $33Ê750.00 , $33Ê750.00 ,"January 10, 2012",2012,January,January 2012,,
NYRB,Meara ,Ryan ,Ryan  Meara ,GK , $33Ê750.00 , $33Ê750.00 ,"January 10, 2012",2012,January,January 2012,,
NYRB,Ruthven ,Tyler ,Tyler  Ruthven ,D , $33Ê750.00 , $33Ê750.00 ,"January 10, 2012",2012,January,January 2012,,
PHI,Gaddis ,Raymon ,Raymon  Gaddis ,D , $33Ê750.00 , $33Ê750.00 ,"January 10, 2012",2012,January,January 2012,,
POOL ,Spangler ,Steve ,Steve  Spangler ,GK , $33Ê750.00 , $33Ê750.00 ,"January 10, 2012",2012,January,January 2012,,
POR,Kawulok ,Ryan ,Ryan  Kawulok ,M , $33Ê750.00 , $33Ê750.00 ,"January 10, 2012",2012,January,January 2012,,
POR,Renken ,Charles ,Charles  Renken ,M , $33Ê750.00 , $33Ê750.00 ,"January 10, 2012",2012,January,January 2012,,
POR,Rincon ,Sebastian ,Sebastian  Rincon ,F , $33Ê750.00 , $33Ê750.00 ,"January 10, 2012",2012,January,January 2012,,
POR,Taylor ,Christopher ,Christopher  Taylor ,D , $33Ê750.00 , $33Ê750.00 ,"January 10, 2012",2012,January,January 2012,,
RSL,Fernandez ,Eduardo ,Eduardo  Fernandez ,GK , $33Ê750.00 , $33Ê750.00 ,"January 10, 2012",2012,January,January 2012,,
RSL,Sebastian ,Juan ,Juan  Sebastian ,M , $33Ê750.00 , $33Ê750.00 ,"January 10, 2012",2012,January,January 2012,,
SEA,Duran ,Andrew ,Andrew  Duran ,D , $33Ê750.00 , $33Ê750.00 ,"January 10, 2012",2012,January,January 2012,,
SEA,Meredith ,Bryan ,Bryan  Meredith ,GK , $33Ê750.00 , $33Ê750.00 ,"January 10, 2012",2012,January,January 2012,,
SEA,Seamon ,Michael ,Michael  Seamon ,M , $33Ê750.00 , $33Ê750.00 ,"January 10, 2012",2012,January,January 2012,,
SEA,Steres ,Daniel ,Daniel  Steres ,D , $33Ê750.00 , $33Ê750.00 ,"January 10, 2012",2012,January,January 2012,,
TFC,Roberts ,Quillan ,Quillan  Roberts ,GK , $33Ê750.00 , $33Ê750.00 ,"January 10, 2012",2012,January,January 2012,,
VAN,Klazura ,Greg ,Greg  Klazura ,D , $33Ê750.00 , $33Ê750.00 ,"January 10, 2012",2012,January,January 2012,,
VAN,Sylvestre ,Brian ,Brian  Sylvestre ,GK , $33Ê750.00 , $33Ê750.00 ,"January 10, 2012",2012,January,January 2012,,
HOU,Soto ,Josue ,Josue  Soto ,M , $33Ê750.00 , $38Ê750.00 ,"August 1, 2012",2012,August,August 2012,,
RSL,Mansally ,Kenny ,Kenny  Mansally ,F , $33Ê750.00 , $35Ê750.00 ,"August 1, 2012",2012,August,August 2012,,
RSL,Muniz ,Nico ,Nico  Muniz ,M , $33Ê750.00 , $35Ê750.00 ,"August 1, 2012",2012,August,August 2012,,
LAG,Villareal ,Joseph ,Joseph  Villareal ,M , $33Ê750.00 , $35Ê625.00 ,"August 1, 2012",2012,August,August 2012,,
CHI,Tornaghi,Paolo,Paolo Tornaghi,GK, $46Ê500.00 , $46Ê500.00 ,"May 1, 2013",2013,May,May 2013,,
CHI,Tornaghi ,Paolo ,Paolo  Tornaghi ,GK , $33Ê750.00 , $33Ê750.00 ,"January 10, 2012",2012,January,January 2012,,
CHI,Tornaghi ,Paolo ,Paolo  Tornaghi ,GK , $33Ê750.00 , $33Ê750.00 ,"August 1, 2012",2012,August,August 2012,,
CHV,Iraheta ,Marvin ,Marvin  Iraheta ,M , $33Ê750.00 , $33Ê750.00 ,"August 1, 2012",2012,August,August 2012,,
CHV,McLain ,Patrick ,Patrick  McLain ,GK , $33Ê750.00 , $33Ê750.00 ,"August 1, 2012",2012,August,August 2012,,
CHV,Romero ,Cesar ,Cesar  Romero ,F , $33Ê750.00 , $33Ê750.00 ,"August 1, 2012",2012,August,August 2012,,
CLB,George ,Kevan ,Kevan  George ,M , $33Ê750.00 , $33Ê750.00 ,"August 1, 2012",2012,August,August 2012,,
CLB,Schoenfeld ,Aaron ,Aaron  Schoenfeld ,F , $33Ê750.00 , $33Ê750.00 ,"August 1, 2012",2012,August,August 2012,,
CLB,Urso ,Kirk ,Kirk  Urso ,M , $33Ê750.00 , $33Ê750.00 ,"August 1, 2012",2012,August,August 2012,,
HOU,Marscheider ,Erich ,Erich  Marscheider ,GK , $33Ê750.00 , $33Ê750.00 ,"August 1, 2012",2012,August,August 2012,,
HOU,Recio ,Oscar ,Oscar  Recio ,D , $33Ê750.00 , $33Ê750.00 ,"August 1, 2012",2012,August,August 2012,,
SKC,Miller ,Kyle ,Kyle  Miller ,M , $33Ê750.00 , $33Ê750.00 ,"August 1, 2012",2012,August,August 2012,,
SKC,Warzycha ,Konrad ,Konrad  Warzycha ,M , $33Ê750.00 , $33Ê750.00 ,"August 1, 2012",2012,August,August 2012,,
LAG,Garcia ,Rafael ,Rafael  Garcia ,M , $33Ê750.00 , $33Ê750.00 ,"August 1, 2012",2012,August,August 2012,,
LAG,Gaul ,Bryan ,Bryan  Gaul ,F , $33Ê750.00 , $33Ê750.00 ,"August 1, 2012",2012,August,August 2012,,
LAG,Rowe ,Brian ,Brian  Rowe ,GK , $33Ê750.00 , $33Ê750.00 ,"August 1, 2012",2012,August,August 2012,,
LAG,Walker ,Kenney ,Kenney  Walker ,M , $33Ê750.00 , $33Ê750.00 ,"August 1, 2012",2012,August,August 2012,,
MTL,Brovsky ,Jeb ,Jeb  Brovsky ,M , $33Ê750.00 , $33Ê750.00 ,"August 1, 2012",2012,August,August 2012,,
MTL,James ,Evan ,Evan  James ,M , $33Ê750.00 , $33Ê750.00 ,"August 1, 2012",2012,August,August 2012,,
MTL,Montano ,Miguel ,Miguel  Montano ,F , $33Ê750.00 , $33Ê750.00 ,"August 1, 2012",2012,August,August 2012,,
MTL,Ouimette ,Karl ,Karl  Ouimette ,D , $33Ê750.00 , $33Ê750.00 ,"August 1, 2012",2012,August,August 2012,,
NYRB,Angulo ,Jose ,Jose  Angulo ,F , $33Ê750.00 , $33Ê750.00 ,"August 1, 2012",2012,August,August 2012,,
NYRB,Lade ,Connor ,Connor  Lade ,D , $33Ê750.00 , $33Ê750.00 ,"August 1, 2012",2012,August,August 2012,,
NYRB,Meara ,Ryan ,Ryan  Meara ,GK , $33Ê750.00 , $33Ê750.00 ,"August 1, 2012",2012,August,August 2012,,
NYRB,Ruthven ,Tyler ,Tyler  Ruthven ,D , $33Ê750.00 , $33Ê750.00 ,"August 1, 2012",2012,August,August 2012,,
PHI,Gaddis ,Raymon ,Raymon  Gaddis ,D , $33Ê750.00 , $33Ê750.00 ,"August 1, 2012",2012,August,August 2012,,
POOL ,Spangler ,Steve ,Steve  Spangler ,GK , $33Ê750.00 , $33Ê750.00 ,"August 1, 2012",2012,August,August 2012,,
POR,Kawulok ,Ryan ,Ryan  Kawulok ,M , $33Ê750.00 , $33Ê750.00 ,"August 1, 2012",2012,August,August 2012,,
POR,Renken ,Charles ,Charles  Renken ,M , $33Ê750.00 , $33Ê750.00 ,"August 1, 2012",2012,August,August 2012,,
POR,Rincon ,Sebastian ,Sebastian  Rincon ,F , $33Ê750.00 , $33Ê750.00 ,"August 1, 2012",2012,August,August 2012,,
POR,Taylor ,Christopher ,Christopher  Taylor ,D , $33Ê750.00 , $33Ê750.00 ,"August 1, 2012",2012,August,August 2012,,
RSL,Fernandez ,Eduardo ,Eduardo  Fernandez ,GK , $33Ê750.00 , $33Ê750.00 ,"August 1, 2012",2012,August,August 2012,,
RSL,Sebastian ,Juan ,Juan  Sebastian ,M , $33Ê750.00 , $33Ê750.00 ,"August 1, 2012",2012,August,August 2012,,
SEA,Duran ,Andrew ,Andrew  Duran ,D , $33Ê750.00 , $33Ê750.00 ,"August 1, 2012",2012,August,August 2012,,
SEA,Meredith ,Bryan ,Bryan  Meredith ,GK , $33Ê750.00 , $33Ê750.00 ,"August 1, 2012",2012,August,August 2012,,
SEA,Seamon ,Michael ,Michael  Seamon ,M , $33Ê750.00 , $33Ê750.00 ,"August 1, 2012",2012,August,August 2012,,
SEA,Steres ,Daniel ,Daniel  Steres ,D , $33Ê750.00 , $33Ê750.00 ,"August 1, 2012",2012,August,August 2012,,
TFC,Roberts ,Quillan ,Quillan  Roberts ,GK , $33Ê750.00 , $33Ê750.00 ,"August 1, 2012",2012,August,August 2012,,
VAN,Klazura ,Greg ,Greg  Klazura ,D , $33Ê750.00 , $33Ê750.00 ,"August 1, 2012",2012,August,August 2012,,
VAN,Sylvestre ,Brian ,Brian  Sylvestre ,GK , $33Ê750.00 , $33Ê750.00 ,"August 1, 2012",2012,August,August 2012,,
HOU,Soto ,Josue ,Josue  Soto ,M , $33Ê750.00 , $38Ê750.00 ,"May 15, 2012",2012,May,May 2012,,
RSL,Muniz ,Nico ,Nico  Muniz ,M , $33Ê750.00 , $35Ê750.00 ,"May 15, 2012",2012,May,May 2012,,
LAG,Villareal ,Joseph ,Joseph  Villareal ,M , $33Ê750.00 , $35Ê625.00 ,"May 15, 2012",2012,May,May 2012,,
CHI,Tornaghi ,Paolo ,Paolo  Tornaghi ,GK , $33Ê750.00 , $33Ê750.00 ,"May 15, 2012",2012,May,May 2012,,
CHI,Umanzor ,Deris ,Deris  Umanzor ,D , $72Ê000.00 , $72Ê000.00 ,"August 12, 2010",2010,August,August 2010,,
CHI,Videira,Michael,Michael Videira,M, $46Ê500.00 , $47Ê125.00 ,"September 15, 2013",2013,September,September 2013,,
CHV,Iraheta ,Marvin ,Marvin  Iraheta ,M , $33Ê750.00 , $33Ê750.00 ,"May 15, 2012",2012,May,May 2012,,
CHV,McLain ,Patrick ,Patrick  McLain ,GK , $33Ê750.00 , $33Ê750.00 ,"May 15, 2012",2012,May,May 2012,,
CHV,Romero ,Cesar ,Cesar  Romero ,F , $33Ê750.00 , $33Ê750.00 ,"May 15, 2012",2012,May,May 2012,,
CLB,George ,Kevan ,Kevan  George ,M , $33Ê750.00 , $33Ê750.00 ,"May 15, 2012",2012,May,May 2012,,
CLB,Perry ,Aubrey ,Aubrey  Perry ,D , $33Ê750.00 , $33Ê750.00 ,"May 15, 2012",2012,May,May 2012,,
CLB,Schoenfeld ,Aaron ,Aaron  Schoenfeld ,F , $33Ê750.00 , $33Ê750.00 ,"May 15, 2012",2012,May,May 2012,,
CLB,Urso ,Kirk ,Kirk  Urso ,M , $33Ê750.00 , $33Ê750.00 ,"May 15, 2012",2012,May,May 2012,,
COL,Yamada ,Kohei ,Kohei  Yamada ,M , $33Ê750.00 , $33Ê750.00 ,"May 15, 2012",2012,May,May 2012,,
HOU,Marscheider ,Erich ,Erich  Marscheider ,GK , $33Ê750.00 , $33Ê750.00 ,"May 15, 2012",2012,May,May 2012,,
HOU,Recio ,Oscar ,Oscar  Recio ,D , $33Ê750.00 , $33Ê750.00 ,"May 15, 2012",2012,May,May 2012,,
SKC,Singh ,Shawn ,Shawn  Singh ,D , $33Ê750.00 , $33Ê750.00 ,"May 15, 2012",2012,May,May 2012,,
SKC,Warzycha ,Konrad ,Konrad  Warzycha ,M , $33Ê750.00 , $33Ê750.00 ,"May 15, 2012",2012,May,May 2012,,
LAG,Garcia ,Rafael ,Rafael  Garcia ,M , $33Ê750.00 , $33Ê750.00 ,"May 15, 2012",2012,May,May 2012,,
LAG,Gaul ,Bryan ,Bryan  Gaul ,F , $33Ê750.00 , $33Ê750.00 ,"May 15, 2012",2012,May,May 2012,,
LAG,Walker ,Kenney ,Kenney  Walker ,M , $33Ê750.00 , $33Ê750.00 ,"May 15, 2012",2012,May,May 2012,,
MTL,Brovsky ,Jeb ,Jeb  Brovsky ,M , $33Ê750.00 , $33Ê750.00 ,"May 15, 2012",2012,May,May 2012,,
MTL,Garcia ,Gienir ,Gienir  Garcia ,D , $33Ê750.00 , $33Ê750.00 ,"May 15, 2012",2012,May,May 2012,,
MTL,James ,Evan ,Evan  James ,M , $33Ê750.00 , $33Ê750.00 ,"May 15, 2012",2012,May,May 2012,,
NYRB,Angulo ,Jose ,Jose  Angulo ,F , $33Ê750.00 , $33Ê750.00 ,"May 15, 2012",2012,May,May 2012,,
NYRB,Lade ,Connor ,Connor  Lade ,D , $33Ê750.00 , $33Ê750.00 ,"May 15, 2012",2012,May,May 2012,,
NYRB,Meara ,Ryan ,Ryan  Meara ,GK , $33Ê750.00 , $33Ê750.00 ,"May 15, 2012",2012,May,May 2012,,
NYRB,Ruthven ,Tyler ,Tyler  Ruthven ,D , $33Ê750.00 , $33Ê750.00 ,"May 15, 2012",2012,May,May 2012,,
PHI,Gaddis ,Raymon ,Raymon  Gaddis ,D , $33Ê750.00 , $33Ê750.00 ,"May 15, 2012",2012,May,May 2012,,
POOL ,Rowe ,Brian ,Brian  Rowe ,GK , $33Ê750.00 , $33Ê750.00 ,"May 15, 2012",2012,May,May 2012,,
POOL ,Spangler ,Steve ,Steve  Spangler ,GK , $33Ê750.00 , $33Ê750.00 ,"May 15, 2012",2012,May,May 2012,,
POR,Kawulok ,Ryan ,Ryan  Kawulok ,M , $33Ê750.00 , $33Ê750.00 ,"May 15, 2012",2012,May,May 2012,,
POR,Renken ,Charles ,Charles  Renken ,M , $33Ê750.00 , $33Ê750.00 ,"May 15, 2012",2012,May,May 2012,,
POR,Rincon ,Sebastian ,Sebastian  Rincon ,F , $33Ê750.00 , $33Ê750.00 ,"May 15, 2012",2012,May,May 2012,,
POR,Taylor ,Christopher ,Christopher  Taylor ,D , $33Ê750.00 , $33Ê750.00 ,"May 15, 2012",2012,May,May 2012,,
RSL,Estridge ,Chris ,Chris  Estridge ,D , $33Ê750.00 , $33Ê750.00 ,"May 15, 2012",2012,May,May 2012,,
RSL,Fernandez ,Eduardo ,Eduardo  Fernandez ,GK , $33Ê750.00 , $33Ê750.00 ,"May 15, 2012",2012,May,May 2012,,
RSL,Sebastian ,Juan ,Juan  Sebastian ,M , $33Ê750.00 , $33Ê750.00 ,"May 15, 2012",2012,May,May 2012,,
SEA,Meredith ,Bryan ,Bryan  Meredith ,GK , $33Ê750.00 , $33Ê750.00 ,"May 15, 2012",2012,May,May 2012,,
SEA,Seamon ,Michael ,Michael  Seamon ,M , $33Ê750.00 , $33Ê750.00 ,"May 15, 2012",2012,May,May 2012,,
TFC,Burgos ,Efrain ,Efrain  Burgos ,M , $33Ê750.00 , $33Ê750.00 ,"May 15, 2012",2012,May,May 2012,,
TFC,Roberts ,Quillan ,Quillan  Roberts ,GK , $33Ê750.00 , $33Ê750.00 ,"May 15, 2012",2012,May,May 2012,,
VAN,Klazura ,Greg ,Greg  Klazura ,D , $33Ê750.00 , $33Ê750.00 ,"May 15, 2012",2012,May,May 2012,,
VAN,Sylvestre ,Brian ,Brian  Sylvestre ,GK , $33Ê750.00 , $33Ê750.00 ,"May 15, 2012",2012,May,May 2012,,
HOU,Holden ,Stuart ,Stuart  Holden ,M , $33Ê075.00 , $33Ê075.00 ,"July 10, 2008",2008,July,July 2008,,
RSL,Jimenez ,Christian ,Christian  Jimenez ,M , $33Ê075.00 , $43Ê075.00 ,"July 31, 2007",2007,July,July 2007,,
SKC,John ,Will ,Will  John ,M-F , $33Ê075.00 , $40Ê575.00 ,"July 31, 2007",2007,July,July 2007,,
SKC,Sealy ,Scott ,Scott  Sealy ,F , $33Ê075.00 , $33Ê075.00 ,"July 31, 2007",2007,July,July 2007,,
DC,Doe ,Francis ,Francis  Doe ,F , $33Ê000.00 , $40Ê500.00 ,"July 10, 2008",2008,July,July 2008,,
NYRB,Boss ,Terry ,Terry  Boss ,GK , $33Ê000.00 , $35Ê500.00 ,"July 10, 2008",2008,July,July 2008,,
CHI,Videira,Michael,Michael Videira,M, $46Ê500.00 , $47Ê125.00 ,"August 1, 2013",2013,August,August 2013,,
CHV,Kennedy ,Dan ,Dan  Kennedy ,GK , $33Ê000.00 , $33Ê000.00 ,"July 10, 2008",2008,July,July 2008,,
CHV,Vaughn ,Lawson ,Lawson  Vaughn ,D , $33Ê000.00 , $33Ê000.00 ,"July 10, 2008",2008,July,July 2008,,
CLB,Evans ,Brad ,Brad  Evans ,M , $33Ê000.00 , $33Ê000.00 ,"July 10, 2008",2008,July,July 2008,,
CLB,Gruenebaum ,Andy ,Andy  Gruenebaum ,GK , $33Ê000.00 , $33Ê000.00 ,"July 10, 2008",2008,July,July 2008,,
